Bad_Practices,Good_Practices
<a><table>Text</a></table>,<table><a>Text</a></table>
<span><ul>List Item</span></ul>,<ul><span>List Item</span></ul>
<tr class=description>Title</tr>,<tr class='description'>Title</tr>
<div alt='description'>List Item,<div alt='description'>List Item</div>
<ul href='description'>Content,<ul href='description'>Content</ul>
<ul style='image.jpg'>Text,<ul style='image.jpg'>Text</ul>
<ul style='description'>Title,<ul style='description'>Title</ul>
<li>Text,<li>Text</li>
<a id='link.html'>Hello,<a id='link.html'>Hello</a>
<div src=link.html>Text</div>,<div src='link.html'>Text</div>
<h2 id=image.jpg>Title</h2>,<h2 id='image.jpg'>Title</h2>
<h3 href='image.jpg'>Text,<h3 href='image.jpg'>Text</h3>
<span><div>Text</span></div>,<div><span>Text</span></div>
<p style='image.jpg'>Data,<p style='image.jpg'>Data</p>
<tr><ul>Content</tr></ul>,<ul><tr>Content</tr></ul>
<a><p>List Item</a></p>,<p><a>List Item</a></p>
<td style=description>Link</td>,<td style='description'>Link</td>
<li class='header'>List Item,<li class='header'>List Item</li>
<h1><a>Content</h1></a>,<a><h1>Content</h1></a>
<div id=container>Content</div>,<div id='container'>Content</div>
<li alt=container>List Item</li>,<li alt='container'>List Item</li>
<a id=link.html>Content</a>,<a id='link.html'>Content</a>
<div alt=description>Link</div>,<div alt='description'>Link</div>
<ul><a>Text</ul></a>,<a><ul>Text</ul></a>
<h3 src=container>Link</h3>,<h3 src='container'>Link</h3>
<h2>Data,<h2>Data</h2>
<tr src='link.html'>Link,<tr src='link.html'>Link</tr>
<table src=description>Text</table>,<table src='description'>Text</table>
<tr src='width:100px'>Text,<tr src='width:100px'>Text</tr>
<tr><li>Hello</tr></li>,<li><tr>Hello</tr></li>
<h1 alt=link.html>List Item</h1>,<h1 alt='link.html'>List Item</h1>
<a href=container>Data</a>,<a href='container'>Data</a>
<td href=image.jpg>Content</td>,<td href='image.jpg'>Content</td>
<li><tr>Hello</li></tr>,<tr><li>Hello</li></tr>
<table class='header'>List Item,<table class='header'>List Item</table>
<tr><span>Link</tr></span>,<span><tr>Link</tr></span>
<table src=header>Data</table>,<table src='header'>Data</table>
<a src=container>Hello</a>,<a src='container'>Hello</a>
<table alt=header>Hello</table>,<table alt='header'>Hello</table>
<td><ul>Hello</td></ul>,<ul><td>Hello</td></ul>
<td href='header'>Text,<td href='header'>Text</td>
<table href=description>Link</table>,<table href='description'>Link</table>
<tr style=description>Content</tr>,<tr style='description'>Content</tr>
<td id='width:100px'>Hello,<td id='width:100px'>Hello</td>
<a href=header>Content</a>,<a href='header'>Content</a>
<p class='container'>List Item,<p class='container'>List Item</p>
<h1 class=header>List Item</h1>,<h1 class='header'>List Item</h1>
<a><table>Content</a></table>,<table><a>Content</a></table>
<table><a>Hello</table></a>,<a><table>Hello</table></a>
<tr><table>Title</tr></table>,<table><tr>Title</tr></table>
<td alt=width:100px>Data</td>,<td alt='width:100px'>Data</td>
<li id=container>List Item</li>,<li id='container'>List Item</li>
<h2 alt='description'>Hello,<h2 alt='description'>Hello</h2>
<li alt=container>Text</li>,<li alt='container'>Text</li>
<h2 id='header'>Title,<h2 id='header'>Title</h2>
<ul>Content,<ul>Content</ul>
<ul src=image.jpg>Hello</ul>,<ul src='image.jpg'>Hello</ul>
<h3><h1>Link</h3></h1>,<h1><h3>Link</h3></h1>
<tr href=container>List Item</tr>,<tr href='container'>List Item</tr>
<li style=container>Title</li>,<li style='container'>Title</li>
<h1><td>Link</h1></td>,<td><h1>Link</h1></td>
<div style=header>Link</div>,<div style='header'>Link</div>
<a><h2>Link</a></h2>,<h2><a>Link</a></h2>
<tr class=width:100px>List Item</tr>,<tr class='width:100px'>List Item</tr>
<ul><h3>List Item</ul></h3>,<h3><ul>List Item</ul></h3>
<p>Data,<p>Data</p>
<table id='description'>Link,<table id='description'>Link</table>
<table style=width:100px>Data</table>,<table style='width:100px'>Data</table>
<li href=header>Title</li>,<li href='header'>Title</li>
<a><h1>Text</a></h1>,<h1><a>Text</a></h1>
<li alt=image.jpg>Data</li>,<li alt='image.jpg'>Data</li>
<h2 src='description'>Title,<h2 src='description'>Title</h2>
<h3 alt=header>Title</h3>,<h3 alt='header'>Title</h3>
<div><ul>Title</div></ul>,<ul><div>Title</div></ul>
<table alt=width:100px>Content</table>,<table alt='width:100px'>Content</table>
<li>Title,<li>Title</li>
<h2 class=description>Text</h2>,<h2 class='description'>Text</h2>
<tr class='image.jpg'>Content,<tr class='image.jpg'>Content</tr>
<a alt=width:100px>Data</a>,<a alt='width:100px'>Data</a>
<td class=header>Content</td>,<td class='header'>Content</td>
<table><td>Title</table></td>,<td><table>Title</table></td>
<table><tr>Title</table></tr>,<tr><table>Title</table></tr>
<a src='header'>Link,<a src='header'>Link</a>
<h2><a>Data</h2></a>,<a><h2>Data</h2></a>
<h1 href=header>Hello</h1>,<h1 href='header'>Hello</h1>
<h1 style=header>Text</h1>,<h1 style='header'>Text</h1>
<ul><a>List Item</ul></a>,<a><ul>List Item</ul></a>
<div id='image.jpg'>List Item,<div id='image.jpg'>List Item</div>
<p alt=image.jpg>Hello</p>,<p alt='image.jpg'>Hello</p>
<h3><div>Content</h3></div>,<div><h3>Content</h3></div>
<td><div>Data</td></div>,<div><td>Data</td></div>
<table class='link.html'>Title,<table class='link.html'>Title</table>
<h1 style='link.html'>Hello,<h1 style='link.html'>Hello</h1>
<ul style=container>Text</ul>,<ul style='container'>Text</ul>
<td src=width:100px>Hello</td>,<td src='width:100px'>Hello</td>
<li><ul>Text</li></ul>,<ul><li>Text</li></ul>
<h2><div>Data</h2></div>,<div><h2>Data</h2></div>
<span id=image.jpg>List Item</span>,<span id='image.jpg'>List Item</span>
<h1><td>Hello</h1></td>,<td><h1>Hello</h1></td>
<ul alt=image.jpg>Title</ul>,<ul alt='image.jpg'>Title</ul>
<div><span>Data</div></span>,<span><div>Data</div></span>
<h3><li>Hello</h3></li>,<li><h3>Hello</h3></li>
<tr><td>Hello</tr></td>,<td><tr>Hello</tr></td>
<div alt=header>Title</div>,<div alt='header'>Title</div>
<p>Link,<p>Link</p>
<li>Data,<li>Data</li>
<a alt='header'>Data,<a alt='header'>Data</a>
<span alt='header'>Link,<span alt='header'>Link</span>
<td class=header>Data</td>,<td class='header'>Data</td>
<tr class='header'>Content,<tr class='header'>Content</tr>
<span alt=description>Text</span>,<span alt='description'>Text</span>
<h1 style='image.jpg'>Text,<h1 style='image.jpg'>Text</h1>
<p><span>Data</p></span>,<span><p>Data</p></span>
<ul><p>Hello</ul></p>,<p><ul>Hello</ul></p>
<h2 src=description>Hello</h2>,<h2 src='description'>Hello</h2>
<li src='link.html'>Hello,<li src='link.html'>Hello</li>
<p><td>Data</p></td>,<td><p>Data</p></td>
<h3 alt='width:100px'>List Item,<h3 alt='width:100px'>List Item</h3>
<span>Data,<span>Data</span>
<ul href=container>Text</ul>,<ul href='container'>Text</ul>
<a href='container'>List Item,<a href='container'>List Item</a>
<table href='width:100px'>Text,<table href='width:100px'>Text</table>
<span><h1>List Item</span></h1>,<h1><span>List Item</span></h1>
<ul href='description'>Text,<ul href='description'>Text</ul>
<tr><div>Data</tr></div>,<div><tr>Data</tr></div>
<td href=description>Hello</td>,<td href='description'>Hello</td>
<li style='header'>Text,<li style='header'>Text</li>
<tr class=width:100px>Content</tr>,<tr class='width:100px'>Content</tr>
<span alt=container>List Item</span>,<span alt='container'>List Item</span>
<p alt='width:100px'>Content,<p alt='width:100px'>Content</p>
<li><h2>Link</li></h2>,<h2><li>Link</li></h2>
<td><li>Text</td></li>,<li><td>Text</td></li>
<div alt='width:100px'>Content,<div alt='width:100px'>Content</div>
<tr src='description'>Hello,<tr src='description'>Hello</tr>
<h3 href=link.html>List Item</h3>,<h3 href='link.html'>List Item</h3>
<h2 class=description>List Item</h2>,<h2 class='description'>List Item</h2>
<a class=link.html>Title</a>,<a class='link.html'>Title</a>
<li style='width:100px'>Link,<li style='width:100px'>Link</li>
<span class='width:100px'>Data,<span class='width:100px'>Data</span>
<div><ul>List Item</div></ul>,<ul><div>List Item</div></ul>
<div href='container'>Text,<div href='container'>Text</div>
<p href=header>Data</p>,<p href='header'>Data</p>
<td><li>Hello</td></li>,<li><td>Hello</td></li>
<li alt='width:100px'>Content,<li alt='width:100px'>Content</li>
<a><ul>Text</a></ul>,<ul><a>Text</a></ul>
<h2><tr>Content</h2></tr>,<tr><h2>Content</h2></tr>
<h3><h2>Content</h3></h2>,<h2><h3>Content</h3></h2>
<table><td>List Item</table></td>,<td><table>List Item</table></td>
<h3 alt='header'>Content,<h3 alt='header'>Content</h3>
<li src='container'>Link,<li src='container'>Link</li>
<tr href=width:100px>Content</tr>,<tr href='width:100px'>Content</tr>
<ul style=container>Hello</ul>,<ul style='container'>Hello</ul>
<ul><h3>Link</ul></h3>,<h3><ul>Link</ul></h3>
<li><h3>Text</li></h3>,<h3><li>Text</li></h3>
<li><p>Content</li></p>,<p><li>Content</li></p>
<li class=link.html>Title</li>,<li class='link.html'>Title</li>
<ul src=container>Hello</ul>,<ul src='container'>Hello</ul>
<tr alt=link.html>Content</tr>,<tr alt='link.html'>Content</tr>
<a src=description>Text</a>,<a src='description'>Text</a>
<ul src='width:100px'>Data,<ul src='width:100px'>Data</ul>
<p>Hello,<p>Hello</p>
<li src=image.jpg>Data</li>,<li src='image.jpg'>Data</li>
<a href=image.jpg>Title</a>,<a href='image.jpg'>Title</a>
<td class='description'>Text,<td class='description'>Text</td>
<tr href=description>Hello</tr>,<tr href='description'>Hello</tr>
<ul style=link.html>Hello</ul>,<ul style='link.html'>Hello</ul>
<h2 class=image.jpg>Hello</h2>,<h2 class='image.jpg'>Hello</h2>
<span><a>Title</span></a>,<a><span>Title</span></a>
<span id='width:100px'>Data,<span id='width:100px'>Data</span>
<a><div>Data</a></div>,<div><a>Data</a></div>
<a id='container'>Data,<a id='container'>Data</a>
<h1 style='description'>Link,<h1 style='description'>Link</h1>
<h3 id=header>Content</h3>,<h3 id='header'>Content</h3>
<ul href=header>Text</ul>,<ul href='header'>Text</ul>
<span class=link.html>List Item</span>,<span class='link.html'>List Item</span>
<h2><span>List Item</h2></span>,<span><h2>List Item</h2></span>
<tr style=link.html>Hello</tr>,<tr style='link.html'>Hello</tr>
<h1><h2>Data</h1></h2>,<h2><h1>Data</h1></h2>
<h3 src=image.jpg>Data</h3>,<h3 src='image.jpg'>Data</h3>
<li href='image.jpg'>Hello,<li href='image.jpg'>Hello</li>
<li><span>List Item</li></span>,<span><li>List Item</li></span>
<div alt=description>Content</div>,<div alt='description'>Content</div>
<a id='description'>Text,<a id='description'>Text</a>
<h2 class=link.html>Hello</h2>,<h2 class='link.html'>Hello</h2>
<h3 alt='description'>Content,<h3 alt='description'>Content</h3>
<td style='description'>List Item,<td style='description'>List Item</td>
<h3 style='description'>Link,<h3 style='description'>Link</h3>
<a><span>Hello</a></span>,<span><a>Hello</a></span>
<h1 src=description>Text</h1>,<h1 src='description'>Text</h1>
<a src=link.html>Text</a>,<a src='link.html'>Text</a>
<span id=link.html>Title</span>,<span id='link.html'>Title</span>
<td>Text,<td>Text</td>
<span>Content,<span>Content</span>
<tr><a>Hello</tr></a>,<a><tr>Hello</tr></a>
<p id=header>List Item</p>,<p id='header'>List Item</p>
<span style='width:100px'>Link,<span style='width:100px'>Link</span>
<h2 id=width:100px>Title</h2>,<h2 id='width:100px'>Title</h2>
<h3 alt='header'>Hello,<h3 alt='header'>Hello</h3>
<div style='description'>Content,<div style='description'>Content</div>
<li style=header>Link</li>,<li style='header'>Link</li>
<h1><div>Content</h1></div>,<div><h1>Content</h1></div>
<ul>Link,<ul>Link</ul>
<table href='link.html'>Title,<table href='link.html'>Title</table>
<tr><ul>Hello</tr></ul>,<ul><tr>Hello</tr></ul>
<ul style='width:100px'>List Item,<ul style='width:100px'>List Item</ul>
<h1><a>Hello</h1></a>,<a><h1>Hello</h1></a>
<tr><li>Title</tr></li>,<li><tr>Title</tr></li>
<table><span>Content</table></span>,<span><table>Content</table></span>
<span>List Item,<span>List Item</span>
<div src=link.html>Content</div>,<div src='link.html'>Content</div>
<h3 alt=width:100px>Text</h3>,<h3 alt='width:100px'>Text</h3>
<a href='width:100px'>Text,<a href='width:100px'>Text</a>
<span><a>List Item</span></a>,<a><span>List Item</span></a>
<a href='link.html'>Link,<a href='link.html'>Link</a>
<a><span>Data</a></span>,<span><a>Data</a></span>
<a href=container>Text</a>,<a href='container'>Text</a>
<a src='link.html'>Hello,<a src='link.html'>Hello</a>
<table><a>Link</table></a>,<a><table>Link</table></a>
<p href='image.jpg'>Hello,<p href='image.jpg'>Hello</p>
<tr>Text,<tr>Text</tr>
<ul alt=container>Text</ul>,<ul alt='container'>Text</ul>
<a><td>Link</a></td>,<td><a>Link</a></td>
<span><h1>Link</span></h1>,<h1><span>Link</span></h1>
<h1 href=image.jpg>Content</h1>,<h1 href='image.jpg'>Content</h1>
<p alt=width:100px>List Item</p>,<p alt='width:100px'>List Item</p>
<li class='header'>Text,<li class='header'>Text</li>
<p src=container>Content</p>,<p src='container'>Content</p>
<div alt=container>Data</div>,<div alt='container'>Data</div>
<tr class=image.jpg>Link</tr>,<tr class='image.jpg'>Link</tr>
<a style=container>Hello</a>,<a style='container'>Hello</a>
<a src='image.jpg'>Title,<a src='image.jpg'>Title</a>
<a class=width:100px>List Item</a>,<a class='width:100px'>List Item</a>
<tr alt=header>Data</tr>,<tr alt='header'>Data</tr>
<table href='container'>Content,<table href='container'>Content</table>
<li style='image.jpg'>Data,<li style='image.jpg'>Data</li>
<a><p>Data</a></p>,<p><a>Data</a></p>
<span><h1>Title</span></h1>,<h1><span>Title</span></h1>
<div id=description>List Item</div>,<div id='description'>List Item</div>
<h1 class='width:100px'>Text,<h1 class='width:100px'>Text</h1>
<ul class='image.jpg'>Title,<ul class='image.jpg'>Title</ul>
<h2 id=width:100px>Content</h2>,<h2 id='width:100px'>Content</h2>
<p><table>Text</p></table>,<table><p>Text</p></table>
<h2>Text,<h2>Text</h2>
<tr src='image.jpg'>Text,<tr src='image.jpg'>Text</tr>
<td><h1>List Item</td></h1>,<h1><td>List Item</td></h1>
<table href=header>Title</table>,<table href='header'>Title</table>
<span src='link.html'>List Item,<span src='link.html'>List Item</span>
<td><ul>Title</td></ul>,<ul><td>Title</td></ul>
<a><h1>Content</a></h1>,<h1><a>Content</a></h1>
<li><a>List Item</li></a>,<a><li>List Item</li></a>
<p id=image.jpg>List Item</p>,<p id='image.jpg'>List Item</p>
<p id='width:100px'>Title,<p id='width:100px'>Title</p>
<h3 src=link.html>Link</h3>,<h3 src='link.html'>Link</h3>
<h3><td>Title</h3></td>,<td><h3>Title</h3></td>
<h2><span>Link</h2></span>,<span><h2>Link</h2></span>
<a><h3>Hello</a></h3>,<h3><a>Hello</a></h3>
<td><h1>Link</td></h1>,<h1><td>Link</td></h1>
<span><h2>Title</span></h2>,<h2><span>Title</span></h2>
<table><li>Content</table></li>,<li><table>Content</table></li>
<span><p>Data</span></p>,<p><span>Data</span></p>
<div id='container'>List Item,<div id='container'>List Item</div>
<h3 style='header'>Title,<h3 style='header'>Title</h3>
<a class='description'>Hello,<a class='description'>Hello</a>
<div><p>Title</div></p>,<p><div>Title</div></p>
<h1 id=header>Title</h1>,<h1 id='header'>Title</h1>
<p src=link.html>Text</p>,<p src='link.html'>Text</p>
<div class=description>Text</div>,<div class='description'>Text</div>
<h2 src='header'>List Item,<h2 src='header'>List Item</h2>
<p alt=description>Content</p>,<p alt='description'>Content</p>
<li style=container>Content</li>,<li style='container'>Content</li>
<td style='link.html'>Link,<td style='link.html'>Link</td>
<p style=link.html>List Item</p>,<p style='link.html'>List Item</p>
<a src=description>List Item</a>,<a src='description'>List Item</a>
<a id='image.jpg'>Content,<a id='image.jpg'>Content</a>
<h1 id=header>Data</h1>,<h1 id='header'>Data</h1>
<p><ul>Title</p></ul>,<ul><p>Title</p></ul>
<ul id='width:100px'>Text,<ul id='width:100px'>Text</ul>
<span>Text,<span>Text</span>
<span><h3>Title</span></h3>,<h3><span>Title</span></h3>
<p class=description>Content</p>,<p class='description'>Content</p>
<h2><a>List Item</h2></a>,<a><h2>List Item</h2></a>
<h3 href='description'>Hello,<h3 href='description'>Hello</h3>
<h2 src=description>List Item</h2>,<h2 src='description'>List Item</h2>
<table class=description>Hello</table>,<table class='description'>Hello</table>
<ul id=link.html>Text</ul>,<ul id='link.html'>Text</ul>
<tr style='width:100px'>Content,<tr style='width:100px'>Content</tr>
<tr><ul>Data</tr></ul>,<ul><tr>Data</tr></ul>
<table alt=header>List Item</table>,<table alt='header'>List Item</table>
<h2 id=description>Title</h2>,<h2 id='description'>Title</h2>
<li alt='container'>Title,<li alt='container'>Title</li>
<h2 alt=header>Link</h2>,<h2 alt='header'>Link</h2>
<div><h1>Title</div></h1>,<h1><div>Title</div></h1>
<tr style='link.html'>Title,<tr style='link.html'>Title</tr>
<tr src='header'>List Item,<tr src='header'>List Item</tr>
<table src=header>Content</table>,<table src='header'>Content</table>
<a class=header>Title</a>,<a class='header'>Title</a>
<ul id=link.html>Data</ul>,<ul id='link.html'>Data</ul>
<div class=link.html>Title</div>,<div class='link.html'>Title</div>
<p href=image.jpg>Title</p>,<p href='image.jpg'>Title</p>
<h1 style='link.html'>Content,<h1 style='link.html'>Content</h1>
<td src='container'>Title,<td src='container'>Title</td>
<p alt=image.jpg>Content</p>,<p alt='image.jpg'>Content</p>
<a href=width:100px>Content</a>,<a href='width:100px'>Content</a>
<li id=width:100px>Hello</li>,<li id='width:100px'>Hello</li>
<li><h1>Content</li></h1>,<h1><li>Content</li></h1>
<td src=description>Title</td>,<td src='description'>Title</td>
<tr alt=width:100px>Data</tr>,<tr alt='width:100px'>Data</tr>
<p href='description'>Text,<p href='description'>Text</p>
<a id='width:100px'>Content,<a id='width:100px'>Content</a>
